,Source,eType,Target,Time,Weight,SourceLocation,TargetLocation,SourceLatitude,SourceLongitude,TargetLatitude,TargetLongitude,Epoch,formatted_Time,day,source_target,demo_category
0,616050,4,590502,-662041253,0.166667,,,,,,,1073659147,"2004-01-09,11:39:07",2004-01-09,616050-590502,NA
1,599956,0,635665,1296000,1.0,,,,,,,1736996400,"2025-01-16,00:00:00",2025-01-16,599956-635665,NA
2,599956,0,490041,1306507,1.0,,,,,,,1737006907,"2025-01-16,02:55:07",2025-01-16,599956-490041,NA
3,599956,0,490041,1312679,1.0,,,,,,,1737013079,"2025-01-16,04:37:59",2025-01-16,599956-490041,NA
4,490041,0,599956,1314435,1.0,,,,,,,1737014835,"2025-01-16,05:07:15",2025-01-16,490041-599956,NA
5,490041,0,599956,1331859,1.0,,,,,,,1737032259,"2025-01-16,09:57:39",2025-01-16,490041-599956,NA
6,490041,0,635665,1350583,1.0,,,,,,,1737050983,"2025-01-16,15:09:43",2025-01-16,490041-635665,NA
7,599956,0,635665,1368949,1.0,,,,,,,1737069349,"2025-01-16,20:15:49",2025-01-16,599956-635665,NA
8,490041,0,599956,1390083,1.0,,,,,,,1737090483,"2025-01-17,02:08:03",2025-01-17,490041-599956,NA
9,490041,1,589639,1417381,1.0,0.0,0.0,34.5741,-42.0541,30.4483,-42.5341,1737117781,"2025-01-17,09:43:01",2025-01-17,490041-589639,NA
10,599956,1,635665,1423376,1.0,0.0,0.0,34.2958,-39.025999999999996,29.3296,-37.8076,1737123776,"2025-01-17,11:22:56",2025-01-17,599956-635665,NA
11,599956,0,589639,1437564,1.0,,,,,,,1737137964,"2025-01-17,15:19:24",2025-01-17,599956-589639,NA
12,599956,1,589639,1465986,1.0,0.0,0.0,34.2958,-39.025999999999996,30.4483,-42.5341,1737166386,"2025-01-17,23:13:06",2025-01-17,599956-589639,NA
13,490041,1,635665,1523000,1.0,0.0,0.0,34.5741,-42.0541,29.3296,-37.8076,1737223400,"2025-01-18,15:03:20",2025-01-18,490041-635665,NA
14,599956,1,589639,1536819,1.0,0.0,0.0,34.2958,-39.025999999999996,30.4483,-42.5341,1737237219,"2025-01-18,18:53:39",2025-01-18,599956-589639,NA
15,599956,1,589639,1540919,1.0,0.0,0.0,34.2958,-39.025999999999996,30.4483,-42.5341,1737241319,"2025-01-18,20:01:59",2025-01-18,599956-589639,NA
16,599956,0,589639,1565941,1.0,,,,,,,1737266341,"2025-01-19,02:59:01",2025-01-19,599956-589639,NA
17,490041,1,589639,1568399,1.0,0.0,0.0,34.5741,-42.0541,30.4483,-42.5341,1737268799,"2025-01-19,03:39:59",2025-01-19,490041-589639,NA
18,599956,0,635665,1576780,1.0,,,,,,,1737277180,"2025-01-19,05:59:40",2025-01-19,599956-635665,NA
19,490041,0,589639,1598371,1.0,,,,,,,1737298771,"2025-01-19,11:59:31",2025-01-19,490041-589639,NA
20,490041,0,635665,1617847,1.0,,,,,,,1737318247,"2025-01-19,17:24:07",2025-01-19,490041-635665,NA
21,599956,0,490041,1631939,1.0,,,,,,,1737332339,"2025-01-19,21:18:59",2025-01-19,599956-490041,NA
22,599956,0,635665,1662551,1.0,,,,,,,1737362951,"2025-01-20,05:49:11",2025-01-20,599956-635665,NA
23,490041,0,635665,1663236,1.0,,,,,,,1737363636,"2025-01-20,06:00:36",2025-01-20,490041-635665,NA
24,599956,0,589639,1674446,1.0,,,,,,,1737374846,"2025-01-20,09:07:26",2025-01-20,599956-589639,NA
25,599956,0,635665,1689032,1.0,,,,,,,1737389432,"2025-01-20,13:10:32",2025-01-20,599956-635665,NA
26,599956,0,589639,1692550,1.0,,,,,,,1737392950,"2025-01-20,14:09:10",2025-01-20,599956-589639,NA
27,599956,0,635665,1693300,1.0,,,,,,,1737393700,"2025-01-20,14:21:40",2025-01-20,599956-635665,NA
28,490041,1,589639,1694726,1.0,0.0,0.0,34.5741,-42.0541,30.4483,-42.5341,1737395126,"2025-01-20,14:45:26",2025-01-20,490041-589639,NA
29,490041,1,589639,1734364,1.0,0.0,0.0,34.5741,-42.0541,30.4483,-42.5341,1737434764,"2025-01-21,01:46:04",2025-01-21,490041-589639,NA
30,490041,1,635665,1743198,1.0,0.0,0.0,34.5741,-42.0541,29.3296,-37.8076,1737443598,"2025-01-21,04:13:18",2025-01-21,490041-635665,NA
31,490041,1,599956,1768587,1.0,0.0,0.0,34.5741,-42.0541,34.2958,-39.025999999999996,1737468987,"2025-01-21,11:16:27",2025-01-21,490041-599956,NA
32,490041,0,599956,1773043,1.0,,,,,,,1737473443,"2025-01-21,12:30:43",2025-01-21,490041-599956,NA
33,599956,1,490041,1789643,1.0,0.0,0.0,34.2958,-39.025999999999996,34.5741,-42.0541,1737490043,"2025-01-21,17:07:23",2025-01-21,599956-490041,NA
34,490041,0,589639,1812906,1.0,,,,,,,1737513306,"2025-01-21,23:35:06",2025-01-21,490041-589639,NA
35,490041,0,599956,1815837,1.0,,,,,,,1737516237,"2025-01-22,00:23:57",2025-01-22,490041-599956,NA
36,599956,1,490041,1821622,1.0,0.0,0.0,34.2958,-39.025999999999996,34.5741,-42.0541,1737522022,"2025-01-22,02:00:22",2025-01-22,599956-490041,NA
37,490041,0,589639,1830106,1.0,,,,,,,1737530506,"2025-01-22,04:21:46",2025-01-22,490041-589639,NA
38,599956,1,589639,1832626,1.0,0.0,0.0,34.2958,-39.025999999999996,30.4483,-42.5341,1737533026,"2025-01-22,05:03:46",2025-01-22,599956-589639,NA
39,490041,1,635665,1844976,1.0,0.0,0.0,34.5741,-42.0541,29.3296,-37.8076,1737545376,"2025-01-22,08:29:36",2025-01-22,490041-635665,NA
40,599956,0,635665,1847895,1.0,,,,,,,1737548295,"2025-01-22,09:18:15",2025-01-22,599956-635665,NA
41,490041,0,599956,1869418,1.0,,,,,,,1737569818,"2025-01-22,15:16:58",2025-01-22,490041-599956,NA
42,490041,1,589639,1870295,1.0,0.0,0.0,34.5741,-42.0541,30.4483,-42.5341,1737570695,"2025-01-22,15:31:35",2025-01-22,490041-589639,NA
43,533140,0,591682,2300427,1.0,,,,,,,1738000827,"2025-01-27,15:00:27",2025-01-27,533140-591682,NA
44,568093,0,616050,2720925,1.0,,,,,,,1738421325,"2025-02-01,11:48:45",2025-02-01,568093-616050,NA
45,632150,1,635665,2806344,1.0,2.0,0.0,-27.2563,91.7676,29.3296,-37.8076,1738506744,"2025-02-02,11:32:24",2025-02-02,632150-635665,NA
46,635665,1,568093,3314951,1.0,0.0,0.0,29.3296,-37.8076,28.3004,-47.4036,1739015351,"2025-02-08,08:49:11",2025-02-08,635665-568093,NA
47,616050,1,632150,3487438,1.0,2.0,2.0,-20.9062,92.3982,-27.2563,91.7676,1739187838,"2025-02-10,08:43:58",2025-02-10,616050-632150,NA
48,632150,1,568093,3796266,1.0,2.0,0.0,-27.2563,91.7676,28.3004,-47.4036,1739496666,"2025-02-13,22:31:06",2025-02-13,632150-568093,NA
49,568093,0,632150,3838156,1.0,,,,,,,1739538556,"2025-02-14,10:09:16",2025-02-14,568093-632150,NA
50,533140,0,464459,4130014,1.0,,,,,,,1739830414,"2025-02-17,19:13:34",2025-02-17,533140-464459,NA
51,533140,0,616050,4201266,1.0,,,,,,,1739901666,"2025-02-18,15:01:06",2025-02-18,533140-616050,NA
52,533140,0,616050,4333271,1.0,,,,,,,1740033671,"2025-02-20,03:41:11",2025-02-20,533140-616050,NA
53,568093,0,533140,4812138,1.0,,,,,,,1740512538,"2025-02-25,16:42:18",2025-02-25,568093-533140,NA
54,635665,0,512397,5288962,1.0,,,,,,,1740989362,"2025-03-03,05:09:22",2025-03-03,635665-512397,NA
55,632150,1,635665,5599120,1.0,2.0,0.0,-27.2563,91.7676,29.3296,-37.8076,1741299520,"2025-03-06,19:18:40",2025-03-06,632150-635665,NA
56,635665,0,550287,5626655,1.0,,,,,,,1741327055,"2025-03-07,02:57:35",2025-03-07,635665-550287,NA
57,512397,0,635665,5717144,1.0,,,,,,,1741417544,"2025-03-08,04:05:44",2025-03-08,512397-635665,NA
58,635665,0,559657,5739273,1.0,,,,,,,1741439673,"2025-03-08,10:14:33",2025-03-08,635665-559657,NA
59,635665,0,616050,5895251,1.0,,,,,,,1741595651,"2025-03-10,05:34:11",2025-03-10,635665-616050,NA
60,512397,0,635665,6064497,1.0,,,,,,,1741764897,"2025-03-12,04:34:57",2025-03-12,512397-635665,NA
61,533140,1,591682,6064987,1.0,2.0,2.0,-21.8004,89.7045,-22.6503,92.6106,1741765387,"2025-03-12,04:43:07",2025-03-12,533140-591682,NA
62,635665,0,550287,6147265,1.0,,,,,,,1741847665,"2025-03-13,03:34:25",2025-03-13,635665-550287,NA
63,635665,0,512397,6186726,1.0,,,,,,,1741887126,"2025-03-13,14:32:06",2025-03-13,635665-512397,NA
64,533140,0,591682,6360806,1.0,,,,,,,1742061206,"2025-03-15,14:53:26",2025-03-15,533140-591682,NA
65,568093,0,464459,6508928,1.0,,,,,,,1742209328,"2025-03-17,08:02:08",2025-03-17,568093-464459,NA
66,635665,0,512397,6571211,1.0,,,,,,,1742271611,"2025-03-18,01:20:11",2025-03-18,635665-512397,NA
67,635665,1,533140,6713226,1.0,0.0,2.0,29.3296,-37.8076,-21.8004,89.7045,1742413626,"2025-03-19,16:47:06",2025-03-19,635665-533140,NA
68,635665,0,559657,6714914,1.0,,,,,,,1742415314,"2025-03-19,17:15:14",2025-03-19,635665-559657,NA
69,616050,1,533140,6731066,1.0,2.0,2.0,-20.9062,92.3982,-21.8004,89.7045,1742431466,"2025-03-19,21:44:26",2025-03-19,616050-533140,NA
70,533140,1,616050,6977386,1.0,2.0,2.0,-21.8004,89.7045,-20.9062,92.3982,1742677786,"2025-03-22,18:09:46",2025-03-22,533140-616050,NA
71,568093,0,632150,7035286,1.0,,,,,,,1742735686,"2025-03-23,10:14:46",2025-03-23,568093-632150,NA
72,635665,0,559657,7083468,1.0,,,,,,,1742783868,"2025-03-23,23:37:48",2025-03-23,635665-559657,NA
73,635665,0,559657,7094212,1.0,,,,,,,1742794612,"2025-03-24,02:36:52",2025-03-24,635665-559657,NA
74,512397,0,635665,7168878,1.0,,,,,,,1742869278,"2025-03-24,23:21:18",2025-03-24,512397-635665,NA
75,632150,1,464459,7485417,1.0,2.0,0.0,-27.2563,91.7676,25.0754,-40.6293,1743185817,"2025-03-28,15:16:57",2025-03-28,632150-464459,NA
76,635665,0,559657,7491939,1.0,,,,,,,1743192339,"2025-03-28,17:05:39",2025-03-28,635665-559657,NA
77,616050,1,533140,7527116,1.0,2.0,2.0,-20.9062,92.3982,-21.8004,89.7045,1743227516,"2025-03-29,02:51:56",2025-03-29,616050-533140,NA
78,635665,0,512397,7575721,1.0,,,,,,,1743276121,"2025-03-29,16:22:01",2025-03-29,635665-512397,NA
79,533140,0,464459,7649729,1.0,,,,,,,1743350129,"2025-03-30,12:55:29",2025-03-30,533140-464459,NA
80,533140,0,464459,7848257,1.0,,,,,,,1743548657,"2025-04-01,20:04:17",2025-04-01,533140-464459,NA
81,635665,0,512397,8102731,1.0,,,,,,,1743803131,"2025-04-04,18:45:31",2025-04-04,635665-512397,NA
82,635665,1,533140,8239192,1.0,0.0,2.0,29.3296,-37.8076,-21.8004,89.7045,1743939592,"2025-04-06,08:39:52",2025-04-06,635665-533140,NA
83,512397,0,635665,8272124,1.0,,,,,,,1743972524,"2025-04-06,17:48:44",2025-04-06,512397-635665,NA
84,623295,0,635665,8290018,1.0,,,,,,,1743990418,"2025-04-06,22:46:58",2025-04-06,623295-635665,NA
85,599956,1,492777,8304372,1.0,0.0,3.0,34.2958,-39.025999999999996,-24.5657,-110.65,1744004772,"2025-04-07,02:46:12",2025-04-07,599956-492777,NA
86,599956,0,570411,8356067,1.0,,,,,,,1744056467,"2025-04-07,17:07:47",2025-04-07,599956-570411,NA
87,589639,0,635665,8358490,1.0,,,,,,,1744058890,"2025-04-07,17:48:10",2025-04-07,589639-635665,NA
88,550287,0,512397,8408133,1.0,,,,,,,1744108533,"2025-04-08,07:35:33",2025-04-08,550287-512397,NA
89,550361,0,490041,8444702,1.0,,,,,,,1744145102,"2025-04-08,17:45:02",2025-04-08,550361-490041,NA
90,599956,0,493044,8465663,1.0,,,,,,,1744166063,"2025-04-08,23:34:23",2025-04-08,599956-493044,NA
91,599956,0,635665,8677838,1.0,,,,,,,1744378238,"2025-04-11,10:30:38",2025-04-11,599956-635665,NA
92,550287,0,512397,8684963,1.0,,,,,,,1744385363,"2025-04-11,12:29:23",2025-04-11,550287-512397,NA
93,599956,1,492777,8709595,1.0,0.0,3.0,34.2958,-39.025999999999996,-24.5657,-110.65,1744409995,"2025-04-11,19:19:55",2025-04-11,599956-492777,NA
94,599956,1,492777,8718680,1.0,0.0,3.0,34.2958,-39.025999999999996,-24.5657,-110.65,1744419080,"2025-04-11,21:51:20",2025-04-11,599956-492777,NA
95,596193,0,635665,8728337,1.0,,,,,,,1744428737,"2025-04-12,00:32:17",2025-04-12,596193-635665,NA
96,550361,0,596193,8745034,1.0,,,,,,,1744445434,"2025-04-12,05:10:34",2025-04-12,550361-596193,NA
97,596193,0,492777,8756900,1.0,,,,,,,1744457300,"2025-04-12,08:28:20",2025-04-12,596193-492777,NA
98,599956,1,493044,8761720,1.0,0.0,2.0,34.2958,-39.025999999999996,-20.8686,89.4217,1744462120,"2025-04-12,09:48:40",2025-04-12,599956-493044,NA
99,490041,0,599956,8771959,1.0,,,,,,,1744472359,"2025-04-12,12:39:19",2025-04-12,490041-599956,NA
100,550361,0,589639,8789089,1.0,,,,,,,1744489489,"2025-04-12,17:24:49",2025-04-12,550361-589639,NA
101,512397,0,550287,8811852,1.0,,,,,,,1744512252,"2025-04-12,23:44:12",2025-04-12,512397-550287,NA
